Nov 26,Nov 25,Nov 24
270.0,956.0,0.0
3.0,691.0,0.0
0.0,1143.0,0.0
0.0,1838.0,0.0
0.0,1606.0,0.0
0.0,2043.0,0.0
0.0,1766.0,0.0
0.0,2033.0,0.0
0.0,1649.0,776.0
0.0,1158.0,802.0
0.0,1880.0,694.0
0.0,1403.0,1027.0
0.0,1942.0,747.0
0.0,1711.0,1513.0
0.0,1945.0,1514.0
0.0,2445.0,1784.0
0.0,2024.0,1615.0
0.0,1718.0,2123.0
0.0,1679.0,1949.0
0.0,2118.0,1926.0
0.0,1224.0,1670.0
0.0,1330.0,2037.0
0.0,823.0,1943.0
0.0,634.0,2410.0
