Nov 27,Nov 29,Nov 28
0.0,327.0,781.0
0.0,7.0,945.0
0.0,0.0,432.0
0.0,0.0,1078.0
0.0,0.0,1008.0
0.0,0.0,1652.0
0.0,0.0,1224.0
317.0,0.0,1096.0
406.0,0.0,1422.0
547.0,0.0,897.0
563.0,0.0,1502.0
425.0,0.0,1311.0
490.0,0.0,1344.0
877.0,0.0,2080.0
1108.0,0.0,1869.0
1309.0,0.0,1639.0
1433.0,0.0,1891.0
1866.0,0.0,1487.0
1630.0,0.0,1520.0
1589.0,0.0,1735.0
1363.0,0.0,788.0
1408.0,0.0,1135.0
794.0,0.0,701.0
621.0,0.0,348.0
