Nov 24,Nov 23,Nov 22
1755.0,1533.0,0.0
1011.0,1572.0,0.0
457.0,936.0,0.0
1555.0,830.0,0.0
1385.0,1661.0,0.0
1404.0,2505.0,0.0
1556.0,1766.0,0.0
1679.0,1732.0,0.0
1464.0,1985.0,0.0
795.0,1441.0,0.0
692.0,2609.0,0.0
1014.0,1921.0,0.0
756.0,2042.0,0.0
430.0,1632.0,0.0
0.0,1879.0,0.0
0.0,1616.0,0.0
0.0,1779.0,0.0
0.0,1326.0,0.0
0.0,1651.0,0.0
0.0,1763.0,0.0
0.0,1235.0,685.0
0.0,1382.0,692.0
0.0,1642.0,981.0
0.0,468.0,1207.0
