Nov 23,Nov 22,Nov 21
612.0,1128.0,0.0
210.0,427.0,0.0
1.0,1060.0,0.0
0.0,1978.0,0.0
0.0,1680.0,0.0
0.0,2434.0,0.0
0.0,2203.0,0.0
0.0,1599.0,0.0
0.0,1798.0,121.0
0.0,1784.0,521.0
0.0,2063.0,624.0
0.0,1454.0,832.0
0.0,1358.0,665.0
0.0,1567.0,1079.0
0.0,1494.0,1510.0
0.0,1468.0,1878.0
0.0,1367.0,2127.0
0.0,1909.0,1822.0
0.0,1706.0,1830.0
0.0,2087.0,2694.0
0.0,1397.0,1550.0
0.0,676.0,971.0
0.0,973.0,1076.0
0.0,880.0,858.0
